Symbol,Nazwa,SUM z Stan
9158818001861,trąbki urodzinowe,54
9158818002004,Girlanda Flagi,59
9158818002011,Girlanda Flagi Urodzinowa,104
9788360025000,Książeczka eximpol Chrzest Św.,1
9788360025215,EXIMPOL książeczka tryptyk D 1szt.,2
9788360025246,Książeczka EXIMPOL CH2,4
,Książeczka eximpol Chrzest Św.,1
9788360025253,EXIMPOL książeczka mała DL 1szt.,1
9788391339350,Książeczka Eximpol KD,6
9901920452935,ramka na zdjęcia,9
9909050514400,strój batmann,1
9921666605488,świeczki 660548,12
9981666600821,świeczki urodzinowe 660082,1
9981666600883,tuba konfetti euro,21
9981666600913,Tuba konfetti dolar,26
9981666600975,Tuba konfetti,36
9981666601002,Tuba konfetti,74
9981666601064,Świeczka złota 1,2
9981666601095,Świeczka złota 4,1
9981666601101,Świeczka złota 5,2
9981666601125,Świeczka złota 7,10
9981666601156,świeczki 660115,4
9981666601187,świeczki 660118,2
9981666601200,świeczki 660120,9
9981666601217,świeczki 660121,10
9981666601248,świeczki 660124,9
9981666601255,świeczki 660125,1
9981666601279,Świeczka różowa 2,2
9981666601286,świeczka różowa 3,4
9981666601309,świeczki 660130,6
9981666601361,Świeczka złota brokat 1,1
9981666601378,Świeczka złota 2 brokat,1
9981666601392,Świeczka 4 złota brokat,5
9981666601576,świeczka cyfra duża,4
9981666601583,świeczka 3 złota duża,3
,świeczka duża 3,9
9981666601606,świeczka duża cyfra,3
9981666601675,świeczka cyfra duża,7
9981666601682,Świeczka duża Cyfra srebrna,9
9981666601699,świeczka cyfra duża,9
9981666601729,świeczka cyfra duża,11
9981666601736,Świeczka duża Cyfra 8 srebrna,1
9981666603938,Balon cyfra złota,7
9981666604034,balon ''0''srebrne,2
9981666604058,Balon cyfra srebrny,1
9981666604102,Balon cyfra srebrna,12
9981666604232,"Balon foliowy gwiazdka złota 18""",6
9981666604249,"Balon foliowy gwiazdka srebrna 18""",30
9981666604256,"Balon foliowy gwiazdka ró-złot 18""",92
9981666604263,"Balon foliowy gwizdka czarna 18""",44
9981666604270,"Balon foliowy gwiazdka nieb 18""",50
9981666604294,"Balon foliowy serce srebrne 18""",48
9981666604300,"Balon foliowy serce róż-złot 18""",18
9981666604331,Balon napis Happy złoty,1
9981666605000,Girlanda Happy birth. srebrna,56
9981666605017,Girlanda Happy birth. złota,90
9981666605024,słomka złota,1
9981666605031,słomka srebrna,4
9981666605048,słomka różowe złoto,3
9981666605055,słomka czerwona,18
9981666605178,talerzyki złote 18 cm,2
9981666605185,Talerzyki różowe złoto 18 cm,7
9981666605208,Talerz czerwony 18cm,10
9981666605215,talerz duży złoty 60521,2
9981666605222,Talerzyki różowe-złoto 23cm,4
9981666605246,talerz duży błyszczący bordo 660524,17
9981666605253,kubek złoty 60525,2
9981666605260,kubek złoty róż 60526,3
9981666605277,kubek srebrny 60527,1
9981666605284,kubek błyszczący bordo 60528,2
9981666605437,świeczki 660543,1
9981666605451,świeczki 660545,3
9981666605468,świeczki 660546,1
9981666605475,świeczki 660547,3
9981666605482,świeczki660548,2
9981666605604,toper złoty 0,6
9981666605611,toper złoty 1,8
9981666605635,toper złoty 3,14
9981666605642,toper złoty 4,16
9981666605659,toper złoty 5,10
9981666605666,toper złoty 6,18
9981666605673,toper złoty 7,15
9981666605680,toper złoty 8,11
9981666605697,toper złoty 9,21
9981666605703,toper srebrny 0,13
9981666605710,toper srebrny 1,10
9981666605727,toper srebrny 2,15
9981666605734,toper srebrny 3,20
9981666605741,toper srebrny 4,22
9981666605758,toper srebrny 5,8
9981666605765,toper srebrny 6,20
9981666605772,toper srebrny 7,20
9981666605789,toper srebrny 8,19
9981666605796,toper srebrny 9,22
9981686600153,ZESTAW BALONÓW,8
9981686600177,świderki urodzinowe,105
9981686600207,Girlanda happy birth.,27
9981686600436,Balon foliowy Nutkaa,573
9981686600443,Balon foliowy Nutka,584
9981686600467,Balon foliowy Gitara,224
9981686600610,świeczk 60061,134
9981686600634,świeczki 60063,60
9981686600641,świeczki 60064,887
9981686601525,Balon foliowy srebrny,52
9981686601624,Balon foliowy Donut,672
9981686601631,Balon foliowy Kwiatek cały,578
9981686601648,Balon foliowy Słoneczko,393
9981686601662,Balon foliowy Kwiatek,760
9981686601679,"Balon serce 24""",56
9981686601693,"BAL.FOL. 18"" róż gwiazdki",598
9981686601709,Balon foliowy serce,513
9981686601723,Balon foliowy Cukierek Happy,569
9981686601747,Balon foliowy Delfin,593
9981686601792,BAL.FOL. KONIK,601
9981686601808,Balon foliowy Gwiazda z ogonem Happy,304
9981686601822,Balon napis Happy kolorowy w serca,1
9981686601846,Balon foliowy I love you,1
9981686602317,balon biały kulki rużowe,19
9981686602416,Balony gum 20-stka,106
9981686602447,Balony gum 50-tka 5 szt,55
9981686602454,Balony gum 60-tka 5 szt,82
9981686602492,Dekoracja Baby Girl,50
9981686602515,Świderki dekoracyjne,8
9981686602737,flagi urodzinowe,101
9981686602768,Opaska Happy Birthday,16
9981686603048,Balon foliowy różowe złoto,43
9981686603109,Balon foliowy czarny,36
9981686603123,Balon napis kolorowy,1
9981686603406,Balon foliowy korona Happy,5
9981686603413,Balon foliowy Buźka Happy,89
9981686603451,Balon foliowy I do,63
9981686603482,Balon foliowy Słonik,260
9981686603543,Balon foliowy Kaczka,127
9981686603550,Balon foliowy Małpka na powietrze,1
9981686603574,balon foliowy lizak,12
9981686603741,Balon 60374,53
9981686603758,Balony gumowe serce nieb,52
9981686604205,Pianka w sprayu,41
9981686604304,flagi bialo/srebrno/zlote,219
9981686604632,Balon 60463,196
9981686604663,Girlanda Happy birth.,179
9981686604670,Balon Napis Love,171
9981686604687,Balon foliowy tort ślubny,27
9981686604694,Balon foliowy znak,573
9981686604762,Balon Foliowy baby girl/boy,262
9981686604779,Balon foliowy Lody,577
9981686604786,Balon foliowy Owoce,666
9981686604793,Balon foliowy Kaktus Ananas,438
9981686604816,Balon foliowy Hello Baby 60481,188
9981686604830,"Balon foliowy serce 10""",85
9981686604847,"balon serce 18""",247
9981686604854,"Balon foliowy serce 24""",50
9981686604861,Balon foliowy Gwiazdka,828
9981686604885,"Balon foliowy gwizdka złota 18""",36
9981686604892,"Balon foliowy gwiazdka mix 24""",147
9981686604915,"Zestaw balonów serca 18""",108
9981686605202,girlanda kropki,232
9981686605233,Girlanda 60523,285
9981686605622,Balon cyfra 4 czerwona,46
,Balon cyfra czerwona,27
9981686605745,"Balon cyfra, niebieska w gwiazdki",126
9981686605752,"Balon cyfra, różowa w gwiazdki",68
9981686605820,Zestaw balonów 60 białe,43
9981686606391,topper-Balon na patyczku 60639,106
9981686606407,topper balon foliowy 60640,59
9981686606544,balon foliowy,59
9981686607237,kotylion prince 60723,23
9981686607244,kotylion czarny biały,34
9981686607459,świeczki 60745B,31
9981686608555,piki cyfry xl,497
9981686608647,Baner Bride to be 60846,59
9981686608739,talerz mały 60873,8
9981686608746,kubek paski różowe złoto 60874,6
9981686608814,talerz duży różowe złoto 60881,4
9981686608968,Balon foliowy tort niebieski/różowy,89
9981686608982,balon foliowy małpka,2
9981686609118,Balon foliowy pierścionek,9
9981686609163,Balon foliowy Wedding,211
9981686609170,Zestaw Balonów Happy róż,58
9981686609194,Zestaw Balonowy Wedding day,46
9981686609200,Zestaw balonów zareczyny,63
9981686609293,Zestaw balonów- kokarda,36
9981686609361,Zestaw balonów Korona róż,108
9981686609378,Zestaw Balonów Its a Girl,41
9981686609385,Zestaw balonów Korona nieb.,116
9981686609392,Zestaw balonów Its a boy,32
9981686609477,słomki 60947,6
9981686610497,Balon gum Happy róż 6 szt,108
9981686610503,Balon gum Happy nieb 6 szt,125
9981686610602,Zestaw balonów crem kropki,143
9981686610619,Zestaw balonów Zebra,172
9981686610633,Zestaw balonów kwiatki kolor,223
9981686610640,Zestaw Balonów gwiazdki,474
9981686610657,Zestaw balonów białe serca czerwone,201
9981686610701,Zestaw balonów 18-nastka,51
9981686610718,Zestaw balonów 20-stka,34
9981686610725,Zestaw balonów 30-stka gum,239
9981686610732,Zestaw balonów 40-stka gum,176
9981686610749,Zestaw balonów 50-tka gum,61
9981686610756,Zestaw balonów 60-tka gum,6
9981686610763,"Balony gum kolor 0""",109
9981686610770,"Balony gum kolor 1""",87
9981686610787,"Balon gum kolor 2""",69
9981686610794,"Balon gum kolor 3""",69
9981686610800,"Balon gum kolor 4""",61
9981686610817,"Balony gum kolor 5""",71
9981686610824,"Balony gum kolor 6""",76
9981686610831,"Balon gum kolor 7""",73
9981686610848,"Balony gum kolor 8""",69
9981686610855,"Balony gum kolor 9""",82
9981686610886,Zestaw balonów gum Słonik róż,58
9981686610893,Zestaw balonów gum Słonik nieb,39
9981686610909,Balon gum Kosmos 6 szt,84
9981686610916,Zestaw balonów gum Rekin,126
9981686610930,Zestaw Balonów Mr. i Mrs.,688
9981686610954,Balon gum Chmurka 6 szt,41
9981686611036,Zestaw balonów Kiss Me,56
9981686611067,Zestaw balonów urodz. złoto-biał,110
9981686611104,Zestaw balonów AStronauta,116
9981686611128,Zestaw balonów urodz. złoty,36
9981686611265,Zestaw balonów jednorożec,187
9981686611357,talerz duży kosmos 61135,15
9981686611364,talerz mały kosmos 61136,7
9981686611371,kubek kosmos 61137,15
9981686611388,Zestaw balonowy torciki Happy,28
9981686611524,kubeczki urodzinowe,10
,kubek happy birthey,15
9981686612170,talerz duży mam już roczek 61217,14
9981686612187,talerz mały mam już roczek 61218,25
9981686612194,kubek mam już roczek 61219,51
9981686612200,serwetki kotek,208
9981686612217,słomki mam już roczek 61221,198
9981686612224,Czapeczki mam już roczek,4
9981686612231,Girlanda Mam już roczek róż,594
9981686612255,talerz mały jednorożec 6szt,68
9981686612262,kubek jednorożec 6szt,38
9981686612279,serwetki 61227,2
9981686612347,Serwetki aloha,362
9981686612354,słomki aloha,12
9981686612378,girlanda aloha,119
9981686612385,talerz duży happy 61238,3
9981686612392,talerz mały happy 6szt,92
9981686612408,kubek happy 6 szt,112
9981686612415,serwetki urodzinowe 61241,1
9981686612422,słomki happy 61242,804
9981686612453,talerz BY Brave litttle one 61245,29
9981686612460,talerzyki papierowe be brave,9
9981686612491,słomki zoo,101
9981686612507,czapka urodzinowa 61250,15
9981686612514,Girlanda zwierzątka,838
9981686612521,talerz duży samochodzik 61252,11
9981686612538,talerz mały samochodzik 6szt,74
9981686612545,kubek samochodzik 6szt,112
9981686612552,serwetki samochodziki 61255,14
9981686612569,słomki 61265,6
9981686612613,Zestaw balonowy przez.w gwizdki,116
9981686612620,Zestaw balonów białe gwizdki róż,109
9981686612651,Zestaw balonowy kolor gwiazdki,92
9981686612675,Zestaw balonów Stópki,472
9981686612682,Zestaw balonów gum Piłka,233
9981686612712,Balon gum Jednorożec 6 szt,48
9981686612729,Zestaw balonów Truskawki,297
9981686612736,zestaw balonowy 6szt boy,34
,zestaw balonów,20
9981686612743,zestaw balonowy 6szt girl,37
,zestaw balonów,21
9981686612750,Zestaw balonów w Kropki kolor,105
9981686612767,zestaw balonów,1
9981686612804,Zestaw balonów kropki,521
9981686612811,Zestaw balonów gum kolor stopy,111
9981686612880,trąbka urodzinowa 61288,7
9981686612903,gwizdki aloha,130
9981686612910,trąbka urodzinowa 61291,112
9981686612927,Zestaw balonów Mr.,321
9981686612934,Zestaw balonów Mrs.,258
9981686612965,Zestaw Balonów Obrączki,214
9981686613153,pik serce 61315,5
9981686613160,pik gwiazdka 61316,12
9981686613177,talerz duży baby różowy 61317,9
9981686613184,talerz mały baby 6szt,122
9981686613191,kubek baby różowy 6szt,142
9981686613207,serwetki 61320,11
9981686613214,słomki baby różowe,122
9981686613252,talerz duży baby niebieski 61325,6
9981686613269,talerz mały baby niebieski 61326,10
9981686613276,kubek baby niebieski 61327,2
9981686613283,serwetki 61328,6
9981686613313,girlanda baby,94
9981686613320,trąbka uurodzinowa 61332,3
9981686613344,Szarfa MR,113
9981686613351,Szarfa Mr złoty napis,119
9981686613368,Szarfa Mrs,116
9981686613375,Szarfa Mrs złoty napis,116
9981686613818,Zestaw balonów urodz.róż-złot,34
9981686613825,Zestaw balonowy,54
9981686614082,talerz złoty 18,23
9981686614099,talerz złoty 18,10
9981686614105,kubek złoty 18,8
9981686614112,serwetki złote 18,5
9981686614167,talerz złoty 30,40
9981686614174,talerz złoty 30,43
9981686614181,kubek złoty 30,39
9981686614198,serwetki złote 30,14
9981686614204,talerz złoty 40,27
9981686614211,talerz złoty 40,32
9981686614228,kubek złoty 40,43
9981686614235,serwetki złote 40,4
9981686614242,talerz złoty 50,35
9981686614259,talerz złoty 50,47
9981686614266,kubek złoty 50,60
9981686614280,talerz złoty 60,37
9981686614297,talerz złoty 60,40
9981686614303,kubek złoty 60,39
9981686614310,serwetki złote 60,1
9981686614327,świeczka urodzinowa 61432,6
9981686614334,świeczka korona 61433,28
9981686614358,świeczki gwiazdki 61435,39
9981686614365,świeczka balonik 61436,9
9981686614396,świeczki 61439,3
9981686614402,świeczki 61440,3
9981686614433,świeczki happy 61443,8
9981686614440,świeczka gwiazda 61444,10
9981686614648,dekoracja do ciast,56
9981686614655,dekoracja do ciast,15
9981686614662,Kurtyna,40
,Kurtyna złota kwadraty,637
9981686614884,Świeczka złota 7,8
9981686614891,świeczki  duże Cyfry,116
9981686614907,świeczki wszystkiego najlepszego 61490,7
9981686614914,Zestaw balonów Happy złoto-czarne,1
9981686614983,Zestaw balonów Happy róż duży,14
9981686614990,Zestaw balonów Happy nieb duzy,15
9981686615034,Zestaw balonów Kieliszek róż,38
9981686615041,Zestaw balonowy Szampan róż,64
9981686615058,Zestaw balonów I love you,99
9981686615065,Zestaw balonów Love róż,194
9981686615164,Zestaw balonów Panda,101
9981686615416,Balon foliowy mr i mrs,31
9981686615423,Balon foliowy I love 542,80
9981686615430,Balon foliowy I Love You 543,67
9981686615454,Balon foliowy baby girl róż,57
9981686615461,Balon foliowy Baby boy,46
9981686615515,Balon foliowy kokarda róż,56
9981686615522,balon foliowy mucha man,68
9981686615546,balon foliowy pociąg 61554,60
9981686615584,Balon foliowy słoń,35
9981686615591,Balon foliowy rak,52
9981686615607,Balon foliowy statek kosmiczny,66
9981686615614,Balon foliowy rakieta,58
9981686615645,Balon foliowy tort 61564,24
9981686615669,świeczka happy birthday,2
9981686615737,Zestaw balonów LOL,43
9981686615744,Zestaw balonów rakieta,44
9981686615751,Zestaw balonów fol Kosmos,50
9981686615768,Zestaw balonów happy Birthday,58
9981686615775,Zestaw balonów Piłka,88
9981686615782,Zestaw balonów jednorożec,32
9981686615799,zestaw balonów jednorożce,22
9981686615836,Zestaw balonów butelka,31
9981686615843,Zestaw balonowy Małpka,50
9981686615874,Zestaw Balonów tygrysek,56
9981686615881,Zestaw balonów Zebra,114
9981686615898,Zestaw balonów Lew,38
9981686615935,Zestaw Balonowy Oh baby nieb.,114
9981686615959,Zestaw balonów róż I Love,84
9981686615966,Zestaw balonów urodzinowy chłop.,170
9981686615973,Zestaw balonów urodzinowych dziew.,175
9981686616048,Zestaw balonów Baby nieb.,58
9981686616055,Zestaw balonów Baby róz,34
9981686616062,zestaw,12
,zestaw balonowy 7szt baby,18
9981686616079,Zestaw balonowy Baby Girl,47
9981686616123,Zestaw balonów Happy nieb duży,2
9981686616147,Zestaw balonów Fioletowy,13
9981686616154,Zestaw balonów it a Boy,21
9981686616161,Zestaw balonów Its a Girl,21
9981686616178,Zestaw balonów Kosmos duży,29
9981686616192,Zestaw balonów Safarii duży,35
9981686616208,Zestaw balonowy Donut urodzinowy,22
9981686617137,talerz duży happy brithday 61713,8
9981686617144,talerz mały happy brithday 61714,18
9981686617151,kubek happy brithday 61715,17
9981686617182,talerzyki lisek 6szt,74
9981686617199,Kubek Lisek 6szt.,109
9981686617229,talerzyki happy birth. 6szt,85
9981686617236,kubek happy birth. 6szt,83
9981686617267,talerzyki ur. jednorożec 6szt,94
9981686617274,kubek ur. jednorożec 6szt,103
9981686617311,talerzyki dino 6szt,64
9981686617328,kubek dino 6szt,88
9981686617366,dekoracja do ciasta,12
9981686617397,dekoracja do ciast,19
9981686617403,dekoracja do ciasta,31
9981686617427,Topper dinozaur,23
9981686617434,dekoracja do ciasta,10
9981686617441,dekoracja do ciast,31
9981686617465,Dekoracja do ciast,30
9981686617472,dekoracja do ciast,24
9981686617502,dekoracja do ciast,2
9981686617519,dekoracja do ciast,1
9981686617526,dekoracja do ciast,2
9981686617533,dekoracja do ciast,48
9981686617540,dekoracja do ciasta,51
9981686617557,dekoracja do ciasta,10
9981686617663,dekoracja do tortu,20
9981686617670,dekoracja do ciasta,32
9981686617687,dekoracja do ciast,43
9981686617700,dekoracja do ciast,34
9981686617793,słomki 61779,2
9981686617892,talerz mały piłka 6szt,43
9981686617908,kubek piłka 6szt,55
9981686620496,Talerzyki czarne 23cm,1
9981686620502,Talerz czarny 18cm,4
9981686620526,Serwetki czarne,13
9981686620557,Talerz biały 18cm,2
9981686620564,kubki białe,5
9981686620571,Serwetki papierowe białe,6
9981686620595,Talerzyki różowe 23cm,1
9981686620601,Talerzyki różowe 18cm,1
9981686620618,Kubki różowe papierowe,7
9981686620625,Serwetki papierowe różowe,2
9981686620649,Talerzyki niebieskie 23cm,6
9981686620656,Talerzyki niebieskie 18cm,8
9981686620670,Serwetki papierowe niebieskie,9
9981686620687,Słomki niebieskie,4
9981686620984,Balon foliowy zebra,33
9981686620991,Balon foliowy świnka,37
9981686621004,Balon foliowy krowa,25
9981686621011,Balon foliowy lew,30
9981686621028,Balon foliowy tygrys,19
